,Ticker,Name,Weight (%),Price,Shares,Market Value,Sector,Year
6111,BARE,BARE ESCENTUALS INC.,0.01,12.23,15422.0,188611.06,Consumer Discretionary,2009
6112,DG,DOLLAR GENERAL CORP,0.01,22.43,8339.0,187043.77,Consumer Discretionary,2009
6113,ANN,ANN INC.,0.01,13.64,13660.0,186322.4,Consumer Discretionary,2009
6114,LYV,LIVE NATION ENTERTAINMENT INC,0.01,8.51,21893.0,186309.45,Consumer Discretionary,2009
6115,CHRS,CHARMING SHOPPES,0.01,6.47,28670.0,185494.9,Consumer Discretionary,2009
6116,JOSB,JOS A BANK CLOTHIERS INC,0.01,42.19,4243.0,179012.17,Consumer Discretionary,2009
6117,SCHL,SCHOLASTIC CORP,0.01,29.83,5982.0,178443.06,Consumer Discretionary,2009
6118,CEC,CEC ENTERTAINMENT INC,0.01,31.92,5532.0,176581.44,Consumer Discretionary,2009
6119,PLCE,CHILDRENS PLACE INC,0.01,33.01,5261.0,173665.61,Consumer Discretionary,2009
6120,SBH,SALLY BEAUTY HOLDINGS INC,0.01,7.65,21786.0,166662.91,Consumer Discretionary,2009
6121,BKS,BARNES AND NOBLE INC,0.01,19.07,8723.0,166347.61,Consumer Discretionary,2009
6122,GSIC,GSI COMMERCE INC.,0.01,25.39,6475.0,164400.25,Consumer Discretionary,2009
6123,NCMI,NATIONAL CINEMEDIA INC,0.01,16.57,9754.0,161623.78,Consumer Discretionary,2009
6124,CENTA,CENTRAL GARDEN AND PET CLASS A,0.01,9.94,16170.0,160729.8,Consumer Discretionary,2009
6125,HIBB,HIBBETT SPORTS INC,0.01,21.99,7295.0,160417.06,Consumer Discretionary,2009
6126,SHOO,STEVEN MADDEN LTD,0.01,41.24,3849.0,158732.76,Consumer Discretionary,2009
6127,GPI,GROUP AUTOMOTIVE INC,0.01,28.35,5579.0,158164.65,Consumer Discretionary,2009
6128,STNR,STEINER LEISURE LTD,0.01,39.76,3887.0,154547.12,Consumer Discretionary,2009
6129,MTH,MERITAGE CORP,0.01,19.33,7936.0,153402.88,Consumer Discretionary,2009
6130,GCO,GENESCO INC,0.01,27.46,5571.0,152979.66,Consumer Discretionary,2009
6131,SONC,SONIC CORP,0.01,10.07,15129.0,152349.04,Consumer Discretionary,2009
6132,DGIT,DG FASTCHANNEL INC.,0.01,27.93,5387.0,150458.91,Consumer Discretionary,2009
6133,ARB,ARBITRON INC.,0.01,23.42,6372.0,149232.24,Consumer Discretionary,2009
6134,APEI,AMERICAN PUBLIC EDUCATION INC,0.01,34.36,4329.0,148744.44,Consumer Discretionary,2009
6135,PAG,PENSKE AUTOMOTIVE GROUP VOTING INC,0.01,15.18,9779.0,148445.22,Consumer Discretionary,2009
6136,MNRO,MONRO INC,0.01,33.44,4416.0,147671.04,Consumer Discretionary,2009
6137,FSYS,FUEL SYSTEMS SOLUTIONS INC.,0.0,41.24,3546.0,146237.04,Consumer Discretionary,2009
6138,NDN,99 CENTS ONLY STORES,0.0,13.07,10842.0,141704.94,Consumer Discretionary,2009
6139,DTGF,DOLLAR THRIFTY AUTOMOTIVE GROUP IN,0.0,25.61,5470.0,140086.7,Consumer Discretionary,2009
6140,CATO,CATO CORP CLASS A,0.0,20.06,6968.0,139778.08,Consumer Discretionary,2009
6141,TXRH,TEXAS ROADHOUSE INC,0.0,11.23,12266.0,137747.18,Consumer Discretionary,2009
6142,FNP,FIFTH & PACIFIC CO INC,0.0,5.63,23036.0,129692.68,Consumer Discretionary,2009
6143,NSIT,INSIGHT ENTERPRISES INC,0.0,11.42,11336.0,129457.12,Consumer Discretionary,2009
6144,PNK,PINNACLE ENTERTAINMENT INC,0.0,8.98,14291.0,128333.18,Consumer Discretionary,2009
6145,CAB,CABELAS INC,0.0,14.26,8998.0,128311.48,Consumer Discretionary,2009
6146,ELY,CALLAWAY GOLF,0.0,7.54,16774.0,126475.96,Consumer Discretionary,2009
6147,CROX,CROCS INC,0.0,5.75,21975.0,126356.25,Consumer Discretionary,2009
6148,CTCM,CTC MEDIA INC,0.0,14.9,8367.0,124668.3,Consumer Discretionary,2009
6149,EDMC,EDUCATION MANAGEMENT CORP,0.0,22.01,5627.0,123850.27,Consumer Discretionary,2009
6150,SSI,STAGE STORES INC,0.0,12.36,10020.0,123847.2,Consumer Discretionary,2009
6151,CNK,CINEMARK HOLDINGS INC,0.0,14.37,8501.0,122159.37,Consumer Discretionary,2009
6152,ATAC,ATC TECHNOLOGY CORP.,0.0,23.85,5119.0,122088.15,Consumer Discretionary,2009
6153,NPK,NATIONAL PRESTO INDUSTRIES INC,0.0,109.23,1094.0,119497.62,Consumer Discretionary,2009
6154,SCHSQ,SCHOOL SPECIALTY INC,0.0,23.39,5068.0,118540.52,Consumer Discretionary,2009
6155,PP1,PAPA JOHNS INTERNATIONAL INC,0.0,23.36,5056.0,118108.16,Consumer Discretionary,2009
6156,FINL,FINISH LINE INC CLASS A,0.0,12.55,9384.0,117769.2,Consumer Discretionary,2009
6157,ULTA,ULTA BEAUTY INC,0.0,18.16,6402.0,116260.32,Consumer Discretionary,2009
6158,SHFL,SHUFFLE MASTER INC.,0.0,8.24,14099.0,116175.76,Consumer Discretionary,2009
6159,LRN,K12 INC,0.0,20.27,5636.0,114241.72,Consumer Discretionary,2009
6160,LZB,LA-Z-BOY INC,0.0,9.53,11855.0,112978.15,Consumer Discretionary,2009
6161,RT,RUBY TUESDAY INC,0.0,7.2,15653.0,112701.6,Consumer Discretionary,2009
6162,STEI,STEWART ENTERPRISES INC. CL A,0.0,5.15,21777.0,112151.55,Consumer Discretionary,2009
6163,BYD,BOYD GAMING CORP,0.0,8.37,13343.0,111680.91,Consumer Discretionary,2009
6164,BLC,BELO CORP. SERIES A,0.0,5.44,20408.0,111019.52,Consumer Discretionary,2009
6165,TRLG,TRUE RELIGION APPAREL INC.,0.0,18.49,5980.0,110570.2,Consumer Discretionary,2009
6166,ILG,INTERVAL LEISURE GROUP INC,0.0,12.47,8853.0,110396.94,Consumer Discretionary,2009
6167,UTI,UNIVERSAL TECHNICAL INSTITUTE INC,0.0,20.2,5437.0,109827.4,Consumer Discretionary,2009
6168,CVO,CENVEO INC,0.0,8.75,12457.0,108998.75,Consumer Discretionary,2009
6169,HHS,HARTE HANKS INC,0.0,10.78,10049.0,108328.22,Consumer Discretionary,2009
6170,TKTM,TICKETMASTER ENTERTAINMENT,0.0,12.22,8853.0,108183.69,Consumer Discretionary,2009
6171,MWIV,MWI VETERINARY SUPPLY INC.,0.0,37.7,2826.0,106540.2,Consumer Discretionary,2009
6172,BH,BIGLARI HOLDINGS INC,0.0,324.12,325.0,105338.94,Consumer Discretionary,2009
6173,PIR,PIER IMPORTS INC,0.0,5.09,20485.0,104268.65,Consumer Discretionary,2009
6174,DIN,DINEEQUITY INC,0.0,24.29,4268.0,103669.72,Consumer Discretionary,2009
6175,UHAL,AMERCO,0.0,49.72,2065.0,102671.8,Consumer Discretionary,2009
6176,LL,LUMBER LIQUIDATORS INC.,0.0,26.8,3813.0,102188.4,Consumer Discretionary,2009
6177,PBY,PEP BOYS MANNY MOE AND JACK,0.0,8.46,12046.0,101909.16,Consumer Discretionary,2009
6178,DW,LCI INDUSTRIES INC,0.0,20.65,4922.0,101639.3,Consumer Discretionary,2009
6179,COLM,COLUMBIA SPORTSWEAR,0.0,39.04,2598.0,101425.92,Consumer Discretionary,2009
6180,ABG,ASBURY AUTOMOTIVE GROUP INC.,0.0,11.53,8699.0,100299.47,Consumer Discretionary,2009
6181,BWS,CALERES INC,0.0,9.87,10133.0,100012.81,Consumer Discretionary,2009
6182,BJRI,BJS RESTAURANTS INC,0.0,18.82,5188.0,97638.16,Consumer Discretionary,2009
6183,CCO,CLEAR CHANNEL OUTDOOR HOLDINGS INC,0.0,10.39,9167.0,95245.13,Consumer Discretionary,2009
6184,ASCA,AMERISTAR CASINOS INC.,0.0,15.23,6202.0,94456.46,Consumer Discretionary,2009
6185,FR1A,FREDS INC CLASS A,0.0,10.2,9224.0,94084.8,Consumer Discretionary,2009
6186,FDML,FEDERAL MOGUL HOLDINGS CORP,0.0,17.3,5433.0,93990.9,Consumer Discretionary,2009
6187,CKR,CKE RESTAURANTS,0.0,8.46,11065.0,93609.9,Consumer Discretionary,2009
6188,CHDN,CHURCHILL DOWNS INC,0.0,37.35,2498.0,93300.3,Consumer Discretionary,2009
6189,CTCT,CONSTANT CONTACT INC,0.0,16.0,5831.0,93296.0,Consumer Discretionary,2009
6190,PSMT,PRICESMART INC,0.0,20.44,4518.0,92347.92,Consumer Discretionary,2009
6191,RUSHA,RUSH ENTERPRISES INC CLASS A,0.0,11.89,7759.0,92254.55,Consumer Discretionary,2009
6192,WTSLQ,WET SEAL INC CLASS A,0.0,3.45,26729.0,92215.05,Consumer Discretionary,2009
6193,BGFV,BIG SPORTING GOODS CORP,0.0,17.18,5280.0,90710.4,Consumer Discretionary,2009
6194,CTRN,CITI TRENDS INC,0.0,27.62,3281.0,90621.22,Consumer Discretionary,2009
6195,KNOL,KNOLOGY INC.,0.0,10.95,8258.0,90425.1,Consumer Discretionary,2009
6196,MFB,MAIDENFORM BRANDS INC.,0.0,16.69,5334.0,89024.46,Consumer Discretionary,2009
6197,WGO,WINNEBAGO INDUSTRIES INC,0.0,12.2,7292.0,88962.4,Consumer Discretionary,2009
6198,SPF,CALATLANTIC GROUP INC,0.0,3.74,23190.0,86730.6,Consumer Discretionary,2009
6199,CELL,BRIGHTPOINT INC.,0.0,7.35,11758.0,86421.3,Consumer Discretionary,2009
6200,EZV,DOMINOS PIZZA INC,0.0,8.38,10096.0,84604.48,Consumer Discretionary,2009
6201,AXL,AMERICAN AXLE AND MANUFACTURING HO,0.0,8.02,10533.0,84474.66,Consumer Discretionary,2009
6202,XIDEQ,EXIDE TECHNOLOGIES,0.0,7.11,11861.0,84331.71,Consumer Discretionary,2009
6203,XOXO,XO GROUP INC,0.0,10.07,8362.0,84205.34,Consumer Discretionary,2009
6204,ASCMA,ASCENT CAPITAL GROUP INC SERIES A,0.0,25.53,3293.0,84070.2,Consumer Discretionary,2009
6205,PPD,PRE-PAID LEGAL SERVICES INC.,0.0,41.08,2032.0,83474.56,Consumer Discretionary,2009
6206,ETH,ETHAN ALLEN INC,0.0,13.42,6158.0,82640.36,Consumer Discretionary,2009
6207,SUP,SUPERIOR INDS INC,0.0,15.3,5305.0,81166.5,Consumer Discretionary,2009
6208,RDEN,ELIZABETH ARDEN INC.,0.0,14.44,5599.0,80849.56,Consumer Discretionary,2009
6209,WWE,WORLD WRESTLING ENTERTAINMENT INC,0.0,15.33,5253.0,80528.49,Consumer Discretionary,2009
6210,VLCM,VOLCOM,0.0,16.74,4788.0,80151.12,Consumer Discretionary,2009
6211,SFLY,SHUTTERFLY INC,0.0,17.81,4489.0,79949.09,Consumer Discretionary,2009
6212,CKXE,CKX INC.,0.0,5.27,15110.0,79629.7,Consumer Discretionary,2009
6213,SAH,SONIC AUTOMOTIVE INC CLASS A,0.0,10.39,7582.0,78776.98,Consumer Discretionary,2009
6214,UEIC,UNIVERSAL ELECTRONICS INC,0.0,23.22,3385.0,78599.7,Consumer Discretionary,2009
6215,JAKK,JAKKS PACIFIC INC,0.0,12.12,6475.0,78477.0,Consumer Discretionary,2009
6216,RCRC,RC2 CORPORATION,0.0,14.75,5297.0,78130.75,Consumer Discretionary,2009
6217,DOLNQ,DOLAN,0.0,10.21,7611.0,77708.31,Consumer Discretionary,2009
6218,REV,REVLON INC CLASS A,0.0,17.01,4491.0,76391.91,Consumer Discretionary,2009
6219,LOPE,GRAND CANYON EDUCATION INC,0.0,19.01,3939.0,74880.39,Consumer Discretionary,2009
6220,OXM,OXFORD INDUSTRIES INC,0.0,20.68,3569.0,73806.92,Consumer Discretionary,2009
6221,ZUMZ,ZUMIEZ INC,0.0,12.72,5746.0,73089.12,Consumer Discretionary,2009
6222,EPAX,AMBASSADORS GROUP INC.,0.0,13.29,5342.0,70995.18,Consumer Discretionary,2009
6223,DSW,DSW INC CLASS A,0.0,25.88,2735.0,70781.8,Consumer Discretionary,2009
6224,RRGB,RED ROBIN GOURMET BURGERS INC,0.0,17.9,3809.0,68181.1,Consumer Discretionary,2009
6225,CORE,CORE MARK HOLDING INC,0.0,32.96,2063.0,67996.48,Consumer Discretionary,2009
6226,SMRT,STEIN MART INC,0.0,10.66,6284.0,66987.44,Consumer Discretionary,2009
6227,HOTT,HOT TOPIC INC.,0.0,6.36,10178.0,64732.08,Consumer Discretionary,2009
6228,CRMT,AMERICAS CAR-MART INC,0.0,26.33,2456.0,64666.48,Consumer Discretionary,2009
6229,TWI,TITAN INTERNATIONAL INC,0.0,8.11,7973.0,64661.17,Consumer Discretionary,2009
6230,PSUNQ,PACIFIC SUNWEAR OF CALIFORNIA INC,0.0,3.98,16242.0,64643.16,Consumer Discretionary,2009
6231,SWHC,AMERICAN OUTDOOR BRANDS CORP,0.0,4.09,15690.0,64172.1,Consumer Discretionary,2009
6232,WMG,WARNER MUSIC GROUP CORP.,0.0,5.66,11326.0,64105.16,Consumer Discretionary,2009
6233,GIII,G III APPAREL GROUP LTD,0.0,21.67,2954.0,64013.18,Consumer Discretionary,2009
6234,CWTR,COLDWATER CREEK INC.,0.0,4.46,14308.0,63813.68,Consumer Discretionary,2009
6235,CBK,CHRISTOPHER AND BANKS CORP,0.0,7.62,8328.0,63459.36,Consumer Discretionary,2009
6236,HVT,HAVERTY FURNITURE COMPANIES INC,0.0,13.73,4571.0,62759.83,Consumer Discretionary,2009
6237,CPKI,CALIFORNIA PIZZA KITCHEN,0.0,13.45,4617.0,62098.69,Consumer Discretionary,2009
6238,MCS,THE MARCUS CORP,0.0,12.82,4787.0,61369.34,Consumer Discretionary,2009
6239,FBN,FURNITURE BRANDS INTERNATIONAL INC,0.0,5.46,11208.0,61195.68,Consumer Discretionary,2009
6240,FGXI,FGX INTERNATIONAL HLDGS,0.0,19.59,3116.0,61042.44,Consumer Discretionary,2009
6241,MOVE,MOVE INC.,0.0,1.66,36631.0,60807.46,Consumer Discretionary,2009
6242,HGGGQ,HHGREGG INC,0.0,22.03,2733.0,60207.99,Consumer Discretionary,2009
6243,KSWS,K-SWISS INC. CL A,0.0,9.94,6040.0,60037.6,Consumer Discretionary,2009
6244,FUQI,FUQI INTERNATIONAL INC,0.0,17.95,3292.0,59091.4,Consumer Discretionary,2009
6245,OWW,ORBITZ WORLDWIDE INC.,0.0,7.34,7953.0,58375.02,Consumer Discretionary,2009
6246,ZQKSQ,QUIKSILVER INC,0.0,2.02,28781.0,58137.62,Consumer Discretionary,2009
6247,TRK,SPEEDWAY MOTORSPORTS INC,0.0,17.62,3292.0,58005.04,Consumer Discretionary,2009
6248,CVCO,CAVCO INDUSTRIES INC,0.0,35.92,1593.0,57220.56,Consumer Discretionary,2009
6249,RVI,RETAIL VENTURES,0.0,8.89,6382.0,56735.98,Consumer Discretionary,2009
6250,AFCE,AFC ENTERPRISES INC.,0.0,8.16,6867.0,56034.72,Consumer Discretionary,2009
6251,AMWD,AMERICAN WOODMARK CORP,0.0,19.68,2728.0,53687.04,Consumer Discretionary,2009
6252,BTH,BLYTH INC.,0.0,33.72,1542.0,51996.24,Consumer Discretionary,2009
6253,OSTK,OVERSTOCK COM INC,0.0,13.56,3771.0,51134.76,Consumer Discretionary,2009
6254,CAST,CHINACAST EDUCATION CORP,0.0,7.56,6670.0,50425.2,Consumer Discretionary,2009
6255,LAD,LITHIA MOTORS INC CLASS A,0.0,8.22,6128.0,50372.16,Consumer Discretionary,2009
6256,VSI,VITAMIN SHOPPE INC,0.0,22.24,2225.0,49484.0,Consumer Discretionary,2009
6257,SSP,EW SCRIPPS CLASS A,0.0,6.96,7007.0,48768.72,Consumer Discretionary,2009
6258,LINC,LINCOLN EDUCATIONAL SERVICES CORP,0.0,21.67,2234.0,48410.78,Consumer Discretionary,2009
6259,TLB,TALBOTS INC.,0.0,8.91,5370.0,47846.7,Consumer Discretionary,2009
6260,DENN,DENNYS CORP,0.0,2.19,21666.0,47448.54,Consumer Discretionary,2009
6261,BPI,BRIDGEPOINT EDUCATION INC,0.0,15.02,3130.0,47012.6,Consumer Discretionary,2009
6262,RUE,RUE21 INC,0.0,28.09,1657.0,46545.13,Consumer Discretionary,2009
6263,BZH,BEAZER HOMES USA INC.,0.0,4.84,9608.0,46502.72,Consumer Discretionary,2009
6264,SBGI,SINCLAIR BROADCAST GROUP INC CLASS,0.0,4.03,11441.0,46107.23,Consumer Discretionary,2009
6265,KIRK,KIRKLANDS INC,0.0,17.37,2633.0,45735.21,Consumer Discretionary,2009
6266,HWCC,HOUSTON WIRE AND CABLE,0.0,11.9,3841.0,45707.9,Consumer Discretionary,2009
6267,LNY,LANDRYS RESTAURANTS INC.,0.0,21.29,2141.0,45581.89,Consumer Discretionary,2009
6268,HOV,HOVNANIAN ENTERPRISES INC CLASS A,0.0,3.84,11799.0,45308.16,Consumer Discretionary,2009
6269,KKD,KRISPY KREME DOUGHNUTS INC.,0.0,2.95,15025.0,44323.75,Consumer Discretionary,2009
6270,SCVL,SHOE CARNIVAL INC,0.0,20.47,2116.0,43314.52,Consumer Discretionary,2009
6271,MHO,M I HOMES INC,0.0,10.39,4165.0,43274.35,Consumer Discretionary,2009
6272,JRN,JOURNAL COMMUNICATIONS INC.,0.0,3.89,10883.0,42334.87,Consumer Discretionary,2009
6273,TITN,TITAN MACHINERY INC,0.0,11.54,3633.0,41924.82,Consumer Discretionary,2009
6274,RGR,STURM RUGER INC,0.0,9.7,4304.0,41748.8,Consumer Discretionary,2009
6275,WATG,WONDER AUTO TECHNOLOGY INC.,0.0,11.76,3533.0,41548.08,Consumer Discretionary,2009
6276,RAB,DORMAN PRODUCTS INC,0.0,15.66,2640.0,41342.4,Consumer Discretionary,2009
6277,WEYS,WEYCO GROUP INC,0.0,23.64,1730.0,40897.2,Consumer Discretionary,2009
6278,MCCC,MEDIACOM COMMUNICATIONS CORP. CL A,0.0,4.47,9083.0,40601.01,Consumer Discretionary,2009
6279,MOV,MOVADO GROUP INC,0.0,9.72,4156.0,40396.32,Consumer Discretionary,2009
6280,THRM,GENTHERM INCORPORATED,0.0,7.94,5076.0,40303.44,Consumer Discretionary,2009
6281,PERY,PERRY ELLIS INTERNATIONAL INC,0.0,15.06,2642.0,39788.52,Consumer Discretionary,2009
6282,SYX,SYSTEMAX INC,0.0,15.71,2501.0,39290.71,Consumer Discretionary,2009
6283,RENT,RENTRAK CORP,0.0,17.67,2126.0,37566.42,Consumer Discretionary,2009
6284,CHDX,CHINDEX INTERNATIONAL INC,0.0,14.13,2655.0,37515.15,Consumer Discretionary,2009
6285,PRM,PRIMEDIA INC,0.0,3.61,10139.0,36601.82,Consumer Discretionary,2009
6286,ARCL,ARCHIPELAGO LEARNING INC.,0.0,20.7,1760.0,36432.0,Consumer Discretionary,2009
6287,BEBE,BEBE STORES,0.0,6.27,5706.0,35776.62,Consumer Discretionary,2009
6288,IPAR,INTER PARFUMS INC,0.0,12.17,2934.0,35706.84,Consumer Discretionary,2009
6289,CSS,CSS INDUSTRIES INC,0.0,19.44,1812.0,35225.28,Consumer Discretionary,2009
6290,CRRC,COURIER CORP.,0.0,14.25,2463.0,35097.75,Consumer Discretionary,2009
6291,LNETQ,LODGENET INTERACTIVE INC,0.0,5.53,6309.0,34888.77,Consumer Discretionary,2009
6292,RBI,SPORT SUPPLY GROUP INC DEL COM,0.0,12.59,2766.0,34823.94,Consumer Discretionary,2009
6293,MGAM,MULTIMEDIA GAMES HOLDING CO. INC.,0.0,6.01,5708.0,34305.08,Consumer Discretionary,2009
6294,MHGC,MORGANS HOTEL GROUP CO.,0.0,4.53,7539.0,34151.67,Consumer Discretionary,2009
6295,HOFT,HOOKER FURNITURE CORP,0.0,12.37,2745.0,33955.65,Consumer Discretionary,2009
6296,ZZ,SEALY CORP.,0.0,3.16,10432.0,32965.12,Consumer Discretionary,2009
6297,MCHX,MARCHEX INC CLASS B,0.0,5.08,6444.0,32735.52,Consumer Discretionary,2009
6298,GAIA,GAIA INC CLASS A,0.0,7.69,4172.0,32082.68,Consumer Discretionary,2009
6299,LF,LEAPFROG ENTERPRISES INC. CL A,0.0,3.91,7994.0,31256.54,Consumer Discretionary,2009
6300,CHKE,CHEROKEE INC,0.0,17.82,1747.0,31131.54,Consumer Discretionary,2009
6301,JHTXQ,JACKSON HEWITT TAX SERVICE,0.0,4.4,7068.0,31099.2,Consumer Discretionary,2009
6302,MSO,MARTHA STEWART LIVING OMNIMEDIA IN,0.0,4.94,6176.0,30509.44,Consumer Discretionary,2009
6303,SRI,STONERIDGE INC,0.0,9.01,3343.0,30120.43,Consumer Discretionary,2009
6304,SKY,SKYLINE CORP,0.0,18.4,1619.0,29789.6,Consumer Discretionary,2009
6305,LVB,STEINWAY MUSICAL INSTRUMENTS INC.,0.0,15.91,1847.0,29385.77,Consumer Discretionary,2009
6306,MDS,MIDAS INC.,0.0,8.45,3453.0,29177.85,Consumer Discretionary,2009
6307,WMAR,WEST MARINE INC,0.0,8.06,3578.0,28838.68,Consumer Discretionary,2009
6308,TVL,LIN TV CORP.,0.0,4.46,6309.0,28138.14,Consumer Discretionary,2009
6309,VITC,VITACOST.COM INC,0.0,10.42,2692.0,28050.64,Consumer Discretionary,2009
6310,ISLE,ISLE OF CAPRI CASINOS INC,0.0,7.48,3697.0,27653.56,Consumer Discretionary,2009
6311,SMP,STANDARD MOTOR PRODUCTS INC,0.0,8.52,3215.0,27391.8,Consumer Discretionary,2009
6312,STMP,STAMPS.COM INC,0.0,9.0,3023.0,27207.0,Consumer Discretionary,2009
6313,VOXX,AUDIOVOX CORP. CL A,0.0,7.09,3833.0,27175.97,Consumer Discretionary,2009
6314,DEST,DESTINATION MATERNITY CORP,0.0,19.0,1397.0,26543.0,Consumer Discretionary,2009
6315,TAST,CARROLS RESTAURANT GROUP INC,0.0,7.07,3748.0,26498.36,Consumer Discretionary,2009
6316,ACOM,ANCESTRY.COM INC.,0.0,14.01,1889.0,26464.89,Consumer Discretionary,2009
6317,GSOL,GLOBAL SOURCES LTD,0.0,6.25,4026.0,25162.5,Consumer Discretionary,2009
6318,APPCQ,AMERICAN APPAREL INC,0.0,3.1,8110.0,25141.0,Consumer Discretionary,2009
6319,LTRE,LEARNING TREE INTERNATIONAL INC,0.0,11.94,2081.0,24847.14,Consumer Discretionary,2009
6320,FSCI,FISHER COMMUNICATIONS INC.,0.0,16.25,1510.0,24537.5,Consumer Discretionary,2009
6321,RST,ROSETTA STONE INC,0.0,17.95,1338.0,24017.1,Consumer Discretionary,2009
6322,KCP,KENNETH COLE PRODUCTIONS INC. CL A,0.0,9.65,2373.0,22899.45,Consumer Discretionary,2009
6323,STLY,STANLEY FURNITURE INC,0.0,10.15,2208.0,22411.2,Consumer Discretionary,2009
6324,MCRI,MONARCH CASINO AND RESORT INC,0.0,8.1,2765.0,22396.5,Consumer Discretionary,2009
6325,OUTD,OUTDOOR CHANNEL HOLDINGS INC.,0.0,5.8,3809.0,22092.2,Consumer Discretionary,2009
6326,RLRN,RENAISSANCE LEARNING,0.0,11.36,1939.0,22027.04,Consumer Discretionary,2009
6327,NWY,NEW YORK AND COMPANY INC,0.0,4.29,5104.0,21896.16,Consumer Discretionary,2009
6328,MSSR,MCCORMICK & SCHMICKS SEAFOOD REST,0.0,6.96,3140.0,21854.4,Consumer Discretionary,2009
6329,CHUX,OCHARLEYS INC.,0.0,6.55,3331.0,21818.05,Consumer Discretionary,2009
6330,UTRA,UNIVERSAL TRAVEL,0.0,10.14,2146.0,21760.44,Consumer Discretionary,2009
6331,FC,FRANKLIN COVEY,0.0,6.3,3365.0,21199.5,Consumer Discretionary,2009
6332,UBET,YOUBET COM INC COM,0.0,2.87,7378.0,21174.86,Consumer Discretionary,2009
6333,BHS,BROOKFIELD HOMES CORP,0.0,8.0,2629.0,21032.0,Consumer Discretionary,2009
6334,CKEC,CARMIKE CINEMAS INC.,0.0,7.56,2750.0,20790.0,Consumer Discretionary,2009
6335,CAAS,CHINA AUTOMOTIVE SYSTEMS INC,0.0,18.71,1084.0,20281.64,Consumer Discretionary,2009
6336,LUB,LUBYS INC,0.0,3.68,5206.0,19158.08,Consumer Discretionary,2009
6337,FRS,FRISCHS RESTAURANTS INC,0.0,23.85,776.0,18507.6,Consumer Discretionary,2009
6338,TUES,TUESDAY MORNING CORP,0.0,2.58,6991.0,18036.78,Consumer Discretionary,2009
6339,BBW,BUILD A BEAR WORKSHOP INC,0.0,4.89,3624.0,17721.36,Consumer Discretionary,2009
6340,RDI,READING INTERNATIONAL NON VOTING I,0.0,4.05,4356.0,17641.8,Consumer Discretionary,2009
6341,LAWS,LAWSON PRODUCTS INC,0.0,17.65,956.0,16873.4,Consumer Discretionary,2009
6342,WOLF,GREAT WOLF RESORTS INC.,0.0,2.37,7119.0,16872.03,Consumer Discretionary,2009
6343,LACO,LAKES ENTERTAINMENT INC.,0.0,2.51,6710.0,16842.1,Consumer Discretionary,2009
6344,PLA,PLAYBOY ENTERPRISES CLASS B,0.0,3.2,5156.0,16499.2,Consumer Discretionary,2009
6345,TZOO,TRAVELZOO INC.,0.0,12.29,1338.0,16444.02,Consumer Discretionary,2009
6346,CN4,CONNS INC,0.0,5.84,2798.0,16340.32,Consumer Discretionary,2009
6347,BGPIQ,BORDERS GROUP INC,0.0,1.18,13545.0,15983.1,Consumer Discretionary,2009
6348,RLH,RED LION HOTELS CORP,0.0,4.94,3216.0,15887.04,Consumer Discretionary,2009
6349,CPICQ,CPI CORP,0.0,12.28,1237.0,15190.36,Consumer Discretionary,2009
6350,FLWS,1-800 FLOWERS.COM INC CLASS A,0.0,2.65,5561.0,14736.65,Consumer Discretionary,2009
6351,BNHNA,BENIHANA A,0.0,3.79,3819.0,14474.01,Consumer Discretionary,2009
6352,CNXN,PC CONNECTION INC,0.0,6.75,2088.0,14094.0,Consumer Discretionary,2009
6353,PCMI,PCM INC,0.0,5.22,2658.0,13874.76,Consumer Discretionary,2009
6354,IPAS,IPASS INC,0.0,1.04,13189.0,13716.56,Consumer Discretionary,2009
6355,DDE,DOVER DOWNS GAMING AND ENTERTAINME,0.0,3.78,3615.0,13664.7,Consumer Discretionary,2009
6356,MPX,MARINE PRODUCTS CORP,0.0,4.93,2736.0,13488.49,Consumer Discretionary,2009
6357,REVU,EDUCATION HOLDINGS 1 INC,0.0,4.06,3270.0,13276.2,Consumer Discretionary,2009
6358,CBOU,CARIBOU COFFEE CO. INC.,0.0,7.72,1660.0,12815.2,Consumer Discretionary,2009
6359,PRTS,US AUTO PARTS NETWORK INC,0.0,5.2,2376.0,12355.2,Consumer Discretionary,2009
6360,ZLC,ZALE CORP.,0.0,2.72,4391.0,11943.52,Consumer Discretionary,2009
6361,SYMSQ,SYMS CORP,0.0,7.23,1627.0,11763.21,Consumer Discretionary,2009
6362,BAMM,BOOKS-A-MILLION INC.,0.0,6.72,1712.0,11504.64,Consumer Discretionary,2009
6363,BAGL,EINSTEIN NOAH RESTAURANT GROUP INC,0.0,9.83,1026.0,10085.58,Consumer Discretionary,2009
6364,RUTH,RUTHS HOSPITALITY GROUP INC,0.0,2.09,4419.0,9235.71,Consumer Discretionary,2009
6365,CLUB,TOWN SPORTS INTERNATIONAL HOLDINGS,0.0,2.33,3731.0,8693.23,Consumer Discretionary,2009
6366,AXR,AMREP CORP,0.0,13.7,571.0,7822.7,Consumer Discretionary,2009
6367,NLCI,NOBEL LEARNING COMMUNITIES INC.,0.0,7.59,1018.0,7726.62,Consumer Discretionary,2009
6368,GMTA,GANDER MOUNTAIN CO,0.0,5.1,1321.0,6737.1,Consumer Discretionary,2009
6369,BXG,BLUEGREEN CORP.,0.0,2.42,2358.0,5706.36,Consumer Discretionary,2009
